r56,Nama,Sisa Stok,Satuan,HNA + PPN,QTY 1,Harga 1,Disc1,QTY2,Harga2,Disc2,QTY3,Harga3,Disc3,QTY4,Harga4,Disc4,QTY5,Harga5,Disc5
QD183616061,MEDICATED HIJAU 20 ML,2471,PC,26363,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0
QD183616061A,MEDICATED ROLL ON HIJAU 10 ML,334,PC,17760,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0
QD183616062,MEDICATED HIJAU 40 ML,1526,PC,42735,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0
QD183616063,MEDICATED HIJAU 12 ML,2893,PC,18870,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0
QD183616064,MEDICATED HIJAU 6 ML,1046,PC,11100,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0
QD183616721,FRESH CARE 10 ML MKP,405,PC,12832,1,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0
QD191616831,PURE KIDS INHALANT GERANIUM 10 ML,10,PC,48840,1,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0
QD192616941,ELANG INHALER ISI 6,0,HGR,42600,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
QD192617431,FRESH CARE PIJAT 10 ML MKP,110,PC,12832,1,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0
QD192716961,BALPIRIK MKP 20 GR HIJAU,0,PC,12000,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
QD192717081,GPU KRIM BTL 120 GR HOT,0,BTL,15900,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
QD192717691,HOT IN TUBE 30 GR STRONG,236,PC,10436,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0
QD193616971,SAFE CARE 10 ML STRONG,275,PC,15151,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0
QD193617051,MINOSEP OBAT KUMUR 0.2% 60 ML MERAH,0,PC,32190,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0
QD193617051A,MINOSEP OBAT KUMUR 0.2% 60 ML MERAH (72 PC),0,PC,32190,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0
QD193617051B,MINOSEP OBAT KUMUR 0.2% 150 ML MERAH,0,PC,49950,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0
QD193617051C,MINOSEP OBAT KUMUR 0.2% 150 ML MERAH (48 PC),0,PC,49950,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0
QD201664281,PLOSSA MINI 4 ML MERAH *NORETUR*,0,PC,6000,1,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0
QD201667851,PLOSSA MINI 5 ML HIJAU,0,PC,5550,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QD201917831,CALADINE TALC ADULT 100 GR / B,0,PC,0,1,12109,0,0,0,0,0,0,0,0,0,0,0,0,0
QD201917832,CALADINE TALC ADULT 60 GR / K,0,PC,0,1,8779,0,0,0,0,0,0,0,0,0,0,0,0,0
QD202643751,RESIDA SC CAIR 10 ML,383,PC,0,1,8750,0,0,0,0,0,0,0,0,0,0,0,0,0
QD202661361,FRESH CARE MIX 5.8 ML EUCA,0,PC,12832,1,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0
QD202717741,TOLAK ANGIN BALSEM 20 GR,70,PC,0,1,15380,0,0,0,0,0,0,0,0,0,0,0,0,0
QD211674321,PLOSSA DOS 10 ML CITRUS HERBAL,0,PC,10343,1,0,0,12,0,7,144,0,9,0,0,0,0,0,0
QD212633761,FRESH CARE 15 ML + 5 ML STRONG,3487,PC,16875,1,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0
QD212665221,FRESH CARE SMASH FRUITY,467,PC,12832,1,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0
QD212797131,RHEUMACYL CR TUBE 25 GR XTRA HOT,124,PC,12614,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
QD236021631,FRESH CARE SMASH (MERAH),945,PC,12832,1,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0
QD236035321,PLOSSA REFILL MERAH (1 BOX = 12 SACHET)*NORETUR*,0,BOX,34805,1,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0
QD236057501,SAFE CARE 10 ML FOREST,175,PC,15151,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0
QD236057811,SAFE CARE 10 ML LEMON GRASS,129,PC,11456,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0
QD236063311,SAFE CARE 10 ML WOODY,196,PC,11456,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0
QD236087771,SAFE CARE 10 ML LAVENDER,373,PC,11456,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0
QD246090581,MEDICATED ROLL ON ORANGE 10 ML,34,PC,15540,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0
QD246090581A,MEDICATED ORANGE 6 ML,9,PC,9990,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0
QD246090581B,MEDICATED ORANGE 20 ML,7,PC,23310,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0
QD246090581C,MEDICATED ORANGE 12 ML,6,PC,16650,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0
QD246090581D,MEDICATED ORANGE 40 ML,12,PC,37740,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0
QD256025371,HOT IN HOT SPRAY 50 ML,120,PC,19980,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0
QD257019791,HOT IN TUBE COOL GEL 50 GR,120,PC,19980,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0
QD25707811,TJING TJAU 20 GR / K,506,PC,0,1,12250,0,0,0,0,0,0,0,0,0,0,0,0,0
QI094808831,SALONPAS PATCH ISI 3 LBR,0,SCH,15888,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
QI104708861,ZAMBUK MEDICATED OINT 8 GR / K,0,PC,16206,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0
QI104708861A,ZAMBUK MEDICATED OINT 8 GR / K (1 CTN = 24 BOX),614,PC,16206,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0
QI144509121,STREPSIL 12 X 8 / B VIT C,11,BOX,189612,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0
QI144509131,STREPSIL 12 X 8 / B ORI,20,BOX,189612,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0
QI1445091311,STREPSIL 2 X 6 / K ORI,52,BOX,21152,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0
QI144509151,STREPSIL 12 X 8 / B COOL,0,BOX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QI1445091511,STREPSIL 2 X 6 / K COOL,278,BOX,21152,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0
QI1445091512,STREPSIL 12 X 8 / B COOL,55,BOX,189612,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0
QI144509151A,STREPSIL SINGLE 24 X 1 / COOL,0,BOX,30077,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0
QI144509152,STREPSIL ISI 2 X 6 / K COOL,0,PAK,20145,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0
QI144509161,STREPSIL 12 X 8 / B H & L,22,BOX,189612,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0
QI1445091611,STREPSIL 2 X 6 / K H & L,67,BOX,21152,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0
QI144509161A,STREPSIL SINGLE 24 X 1 / H & L,6,BOX,30077,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0
QI154609251,SALONPAS JET SPRAY 60 ML / K,0,PC,37629,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
QL031700081,SALONPAS GEL 15 GR / K,79,PC,12850,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
QL031700081 A,SALONPAS GEL 30 GR / B,0,PC,19830,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
QL031700281,VICKS VAPORUB 50 GR,263,PC,37609,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
QL031700281A,VICKS VAPORUB 25 GR,981,PC,20060,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
QL031700281B,VICKS VAPORUB 10 GR,1,PC,8472,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
QL031800111,SALONPAS HIJAU (12 X 1) / B,0,BOX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QL0318001111,SALONPAS HIJAU (12 X 1) / B,1275,BOX,0,1,83321,0,0,0,0,0,0,0,0,0,0,0,0,0
QL031800112,SALONPAS HIJAU (5 X 2) / K,0,BOX,69840,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
QL0318001121,SALONPAS HIJAU (5 X 2) / K,280,BOX,69840,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
QL031900291,VICKS INHALER BOX (ISI 6 PC),0,BOX,105828,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
QL031900291A,VICKS INHALER HANGER ISI 6,0,HGR,105828,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
QL031900291B,VICKS INHALER ISI 2 PC**,0,PAK,31616,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
QL031900291B1,VICKS INHALER ISI 2 PC,0,PAK,31616,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
QL031900291B5,VICKS INHALER ISI 2 PC NEW,0,PAK,31616,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
QL031900292A,VICKS INHALER 0.5ML,937,PC,17638,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
QL041600301,SALONPAS LINIMENT 50 ML / B,0,PC,18182,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
QL041600301A,SALONPAS LINIMENT 30 ML / K,0,PC,12000,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
QL0418003113,SALONPAS MERAH (5 X 2) / K,0,BOX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QL04180031131,SALONPAS MERAH (5 X 2) / K,99,BOX,69840,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
QL0418003114,SALONPAS MERAH (12 X 1) / B,0,BOX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QL04180031141,SALONPAS MERAH (12 X 1) / B,0,BOX,0,1,83321,0,0,0,0,0,0,0,0,0,0,0,0,0
QL071800021,HANSAPLAST KOYO RENTENG HANGAT,3.3,PAK,32492,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
QL0718000211,HANSAPLAST KOYO BOX HANGAT,79,BOX,85692,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
QL0718000211A,HANSAPLAST KOYO BOX HANGAT PC,0,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QL071800031,HANSAPLAST KOYO RENTENG PANAS,40,PAK,32492,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
QL0718000311,HANSAPLAST KOYO BOX PANAS,73,BOX,85692,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
QL091600021,KAPAK 3 ML,1882,PC,5917,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0
QL091600021A,KAPAK 5 ML,5726,PC,10250,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0
QL091600021B,KAPAK 14 ML,8076,PC,22084,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0
QL091600021C,KAPAK 10 ML,8127,PC,15834,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0
QL091600021D,KAPAK 28 ML,7746,PC,37750,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0
QL091600021E,KAPAK 56 ML,5604,PC,68917,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0
QL104708861,ZAMBUK MEDICATED OINT 25 GR / B,100,PC,39849,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0
QL141600041,KAKAK TUA OBAT GIGI 2 ML $$,885,PC,12543,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
QL164809371,HOT IN KOYO AROMA,9,BOX,149184,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0
QL202658271,EUCA ROLL ON 8 ML,0,PC,17156,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
QL228036501,SALONPAS HITAM (12 X 1) / B,0,BOX,0,1,90240,0,0,0,0,0,0,0,0,0,0,0,0,0
RI187105,WINROSE KAMPER SAK 8 ONS,0,SAK,0,1,40364,0,0,0,0,0,0,0,0,0,0,0,0,0
RI806A6314,WOODS PERMEN CHERRY,32.2666,BOX,0,1,94500,0,0,0,0,0,0,0,0,0,0,0,0,0
RT032224201,BUYUNG UPIK DURIAN,0,BOX,10000,1,0,27,0,0,0,0,0,0,0,0,0,0,0,0
RT152486851,BOROBUDUR SI PUTIH PIL (BOTOL),0,PC,15136,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0
S1074325631,COD LIVER OIL 50 BOTOL $$,930,PC,11988,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
SD.0060222001,RECOVIT SYR 100 ML *NORETUR*,10,PC,6105,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0
SD.031511061,PROTECAL DEFENSE TUBE,144,TUBE,34410,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
SD.051520311,CDR JERUK ISI 10 / K,1769,PC,48618,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0
SD.0515203110,CDR JERUK LIMA BELAS / B,425,PC,69264,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0
SD.051520371,ASIFIT NEW,351,BOX,65162,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SD.051523831,SELESBION TAB 100`S,0,BOX,0,1,52500,0,0,0,0,0,0,0,0,0,0,0,0,0
SD.061327751,Q TEN 100 MG 30`S NOVEL,0,BTL,386280,1,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0
SD.151547691,VITAMIN B COMPLEX NOVA 100`S *NO RETUR*,278,BOX,0,1,8500,0,0,0,0,0,0,0,0,0,0,0,0,0
SD.171250301,TROLIT 6`S,0,BOX,95460,1,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0
SD.1915545412,CDR JERUK ISI 20,58,PC,86025,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0
SD011500751,MATOVIT 30`S TAB *NORETUR*,0,BOX,122322,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SD011500991,ENERVON C `30 BOTOL $$,777,PC,34633,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SD011501011,ENERVON C STRIP $$,460,BOX,117583,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SD011501161,OSTE FORTE 30`S KAP,0,BOX,205794,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SD011501221,LICOKALK PLUS KAP 100`S (BIRU),45,BOX,0,1,25500,0,0,0,0,0,0,0,0,0,0,0,0,0
SD012202971,KUKU BIMA ENERGI ORI,0,BOX,0,1,59750,0,0,0,0,0,0,0,0,0,0,0,0,0
SD021303551,NUTRAFOR CHOL 120 (12 X 10 KAP),0,STR,21276,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
SD021501851,VITACIMIN ORIGINAL,700,BOX,78810,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
SD021502021,SURBEX T ISI 30 (KUNING),0,BOX,57720,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0
SD021502041,OSTEOKOM KAPLET 30`S,28,BOX,199800,1,0,15,3,0,17,0,0,0,0,0,0,0,0,0
SD021503111,RENOVIT KAPLET 25 STRIP,18,BOX,270000,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
SD021503871,IMBOOST FORCE TAB 30,63,BOX,207280,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SD021504181,SAKATONIK KAPLET,0,BOX,0,1,87250,0,0,0,0,0,0,0,0,0,0,0,0,0
SD021504181A,SAKATONIK ACTIV KAP,8,BOX,0,1,88400,0,0,0,0,0,0,0,0,0,0,0,0,0
SD021504861,FATIGON SPIRIT,0,BOX,0,1,87750,0,0,0,0,0,0,0,0,0,0,0,0,0
SD021601471,CURCUMA PLUS SHARPY SYR 60 ML JERUK *NORETUR*,338,PC,16761,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SD021601481,CURCUMA PLUS SHARPY SYR 60 ML STRAW *NORETUR*,421,PC,16761,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SD031505261,CALCIFAR KAP 100`S,347,BOX,0,1,17500,0,0,0,0,0,0,0,0,0,0,0,0,0
SD031507641,FUNDIFAR 100`S,0,BOX,0,1,40750,0,0,0,0,0,0,0,0,0,0,0,0,0
SD031508191,BIOLYSIN KIDS STRAW $$,0,PC,15540,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SD031508191A,BIOLYSIN ACTIVE STRAW $$,257,PC,15540,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SD031508211,BIOLYSIN KIDS BLACKCR $$,0,PC,15540,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SD031508211A,BIOLYSIN ACTIVE BLACKCURRANT $$,191,PC,15540,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SD031508221,BIOLYSIN KIDS JERUK $$,208,PC,15540,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SD031508481,ESTER C `30 BOTOL,183,PC,0,1,46620,0,0,0,0,0,0,0,0,0,0,0,0,0
SD031508781,ESTER C STRIP,72,BOX,0,1,77256,0,0,0,0,0,0,0,0,0,0,0,0,0
SD031509071,EYEVIT TABLET 30`S,127,BOX,155400,1,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0
SD031511051,PROTECAL SOLID SACHET,135,BOX,34410,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
SD031511071,PROTECAL DEFENSE SACHET,60,BOX,34410,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
SD031511081,PROTECAL SOLID TUBE,333,TUBE,34410,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
SD031605051,SAKATONIK ACTIV 100 ML / K,400,BTL,0,1,14900,0,0,0,0,0,0,0,0,0,0,0,0,0
SD0316050512,SAKATONIK ACTIV 300 ML / B,286,PC,0,1,34700,0,0,0,0,0,0,0,0,0,0,0,0,0
SD031606021,KAMULVIT B-12 SYR 120 ML,25,PC,21978,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0
SD031607711,ELKANA SYR 60 ML,0,PC,26973,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD031608431,BIOLYSIN SMART 60 ML / K JERUK,0,PC,12765,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD031608432,BIOLYSIN SMART 100 ML / B JERUK,0,PC,17760,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD031609591,IMBOOST FORCE KIDS SYR 120 ML,0,PC,92630,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SD031609592,IMBOOST FORCE KIDS SYR 60 ML,9,PC,67169,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SD041315661,CARDIOMIN 20`S TAB,0,BOX,59496,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0
SD041317161,NATUR E 100 IU ISI 16 / K (HIJAU),0,BOX,18521,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SD0413171612,NATUR E 100 IU ISI 32 / B (HIJAU) $$,133,BOX,32050,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SD041512721,VIDORAN SMART TABLET ORG,100,PC,13200,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
SD041514811,RENOVIT BOTOL ISI 30,132,PC,76690,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
SD041516641,CAL-95 KAP,23,BOX,216450,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SD041518061,ZEVIT GROW ISI 8,0,BOX,0,1,161959,0,0,0,0,0,0,0,0,0,0,0,0,0
SD041519341,SUPRAVIT 60`S BOTOL,180,PC,42180,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
SD041612321,CURCUMA PLUS GROW 200 ML JERUK *NORETUR*,235,PC,31200,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SD041614651,TIALYSIN KALK SYR 60 ML ORANGE,199,PC,0,1,5600,0,0,0,0,0,0,0,0,0,0,0,0,0
SD041617151,TONIKUM BAYER 100 ML / K,0,PC,15651,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0
SD041617152,TONIKUM BAYER 330 ML / B,0,PC,37851,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0
SD041618351,CURCUMA PLUS SUPPORT APPETITE 60 ML *NORETUR*,232,PC,13875,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SD041618871,APIALYS DROPS 10 ML,120,PC,0,1,52725,0,0,0,0,0,0,0,0,0,0,0,0,0
SD051219991,EXTRA JOSS BARU,0,BOX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD051324351,PROLACTA FOR MOTHER 60`S,6,BOX,366300,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
SD051520331,CDR FORTOS,528,PC,50228,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0
SD051520371,ASIFIT,0,PAK,65162,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
SD051520531,LICOKALK KAPL 100`S (HIJAU),421,BOX,0,1,23500,0,0,0,0,0,0,0,0,0,0,0,0,0
SD051520951,BRAINACT ORAL TAB 500 MG 30`S,0,BOX,571650,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
SD051522831,GLUCOSAMINE 250 MG MEDIKON BIRU MUDA,500,BOX,124875,1,0,32.5,0,0,0,0,0,0,0,0,0,0,0,0
SD051524341,FOLAXIN 400 MCG 100`S KAPLET,14,BOX,0,1,23900,0,0,0,0,0,0,0,0,0,0,0,0,0
SD051524571,FITBON 60`S KAP,11,BOX,97680,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SD051620051,BIOLYSIN SYRUP 60 ML / K $$,85,PC,13320,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SD051620051A,BIOLYSIN APPETITE SYR 100 ML $$,43,PC,18870,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SD051620052,BIOLYSIN SYRUP 100 ML / B $$,0,PC,18870,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
SD051620171,CEREBROFORT GOLD 100 ML / K ORG,238,PC,0,1,20501,0,0,0,0,0,0,0,0,0,0,0,0,0
SD051620172,CEREBROFORT GOLD 200 ML / B ORG,0,PC,0,1,32000,0,0,0,0,0,0,0,0,0,0,0,0,0
SD051623941,TIALYSIN PLUS SYR 60 ML PINK,139,PC,0,1,6000,0,0,0,0,0,0,0,0,0,0,0,0,0
SD061325191,BIOVISION 100`S/ B,0,BOX,399600,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
SD061325192,BIOVISION 30`S / K**,0,BOX,122100,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
SD061328461,SELKOM C KAP 100`S,0,BOX,0,1,88000,0,0,0,0,0,0,0,0,0,0,0,0,0
SD061328821,PROLACTA FOR BABY PINK 50`S,0,BOX,305250,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
SD061525081,ARKAVIT 100`S KAP,10,BOX,33500,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0
SD061525951,CALCIFAR PLUS KAPLET 100`S,392,BOX,0,1,18900,0,0,0,0,0,0,0,0,0,0,0,0,0
SD061527691,GLUCOSAMINE 500 MG 100`S MEDIKON,800,BOX,197580,1,0,35,0,0,0,0,0,0,0,0,0,0,0,0
SD061528031,VIDORAN SMART TABLET STR,91,PC,13200,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
SD061528691,GLUCOSAMINE 250 MG 60`S HEXPH,0,BOX,0,1,33805,0,10,33300,0,20,32795,0,30,32291,0,0,0,0
SD061528691B,GLUCOSAMINE 250 MG 100`S HEXPH NEW,92,BOX,0,1,55000,0,5,54500,0,10,54000,0,20,53500,0,0,0,0
SD061625021,CURVIT CL EMULSION 175 ML,25,PC,56499,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SD061625261,CURVIT SYRUP 60 ML,235,PC,27528,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SD061625751,SELTIFORT KIDS ORANGE SYR 60 ML,56,PC,0,1,6250,0,0,0,0,0,0,0,0,0,0,0,0,0
SD061629091,CURCUMA PLUS GROW 200 ML STRAW *NORETUR*,159,PC,31200,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SD061629111,CURCUMA PLUS IMUN 60 ML *NORETUR*,166,PC,19980,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SD071329911,FOLAMIL GENIO 30`S *NORETUR*,240,BTL,0,1,141500,0,0,0,0,0,0,0,0,0,0,0,0,0
SD071330431,ASTHIN FORCE 4 MG *NORETUR*,0,BOX,151848,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0
SD071530141,VITAMIN B6 10 MG 100`S TAB TRIFA (ORANGE),64,BOX,16000,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0
SD071530471,SAKATONIK ABC ORANGE,126,PC,0,1,17600,0,0,0,0,0,0,0,0,0,0,0,0,0
SD071530481,SAKATONIK ABC STRW,921,PC,0,1,17600,0,0,0,0,0,0,0,0,0,0,0,0,0
SD071530491,SAKATONIK ABC GRAPE,222,PC,0,1,17600,0,0,0,0,0,0,0,0,0,0,0,0,0
SD071530991,SELEFIT PLUS 15 KAP,0,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD071531281,VITAMIN B1 50 MG 100`S TAB TRIFA (BIRU),0,BOX,31508,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0
SD071531621,SURBEX Z ISI 30 (HIJAU),0,BOX,151737,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0
SD071531991,IMBOOST TAB 50`S,120,BOX,177267,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SD071532651,HEMAVITON JOINTCARE MAX,2,BOX,31100,1,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0
SD071532981,ANELAT KAP 100`S,121,BOX,0,1,14650,0,0,0,0,0,0,0,0,0,0,0,0,0
SD071632241,IMBOOST SYR 60 ML ORI,92,PC,37185,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SD071632521,CURVIPLEX SYR 60 ML,0,PC,0,1,6100,0,0,0,0,0,0,0,0,0,0,0,0,0
SD071632541,SANGOBION BABY 30 ML,0,PC,73763,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SD081233991,ESQUIS FIZZ RTG 5.5 GR,0,RTG,0,1,5142,0,0,0,0,0,0,0,0,0,0,0,0,0
SD081334451,VITALONG C STRIP 25S $$,112,BOX,138750,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SD081334471,LIVERPRIME 30` CAPS,0,BOX,269231,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0
SD081534111,BECOM - C 100`S,0,BOX,188700,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
SD081534131,SELOXY AA KAP 30`S,0,BOX,221445,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0
SD081535011,BRAINACT O-DIS 500 MG TAB,0,BOX,527250,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
SD081535611,KETOCID KAP 100`S,0,BOX,1017870,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0
SD081633781,CEREBROFORT GOLD 100 ML / K STR,259,PC,0,1,20501,0,0,0,0,0,0,0,0,0,0,0,0,0
SD081635091,CAVICUR SYR PLUS DHA 60 ML,0,PC,14800,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
